row_index,question,model_name,model_load_path_or_id,pred_sql,pred_sql_final,pred_sql_fixes,pred_answer,pred_assumptions,raw_text,ground_truth_sql,gt_sql_final,gt_sql_fixes,sql_jaccard,relaxed_exact_match,relaxed_em_threshold,pred_exec_status,pred_exec_ms,pred_exec_error,pred_result_rows,pred_result_hash,gt_exec_status,gt_exec_ms,gt_exec_error,gt_result_rows,gt_result_hash,results_equal_exact,results_equal_normalized,rowcount_delta_pred_minus_gt,column_overlap_ratio,row_artifacts_dir,self_consistency_num_candidates,self_consistency_best_candidate_index,self_consistency_candidates_dir
46,Which Melanoma trials evaluated Pembrolizumab in phase 3?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' AND ""name_of_ici"" ILIKE '%pembrolizumab%' AND ""trial_phase"" = '3'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' AND ""name_of_ici"" ILIKE '%pembrolizumab%' AND ""trial_phase"" = '3'",[],Melanoma trials that evaluated Pembrolizumab in phase 3 are listed with their details.,Assumed that 'Pembrolizumab' is the exact name of the drug and 'phase 3' refers to the trial phase.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 3';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 3';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.45454545454545453,False,0.7,ok,4.148225300014019,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,3.53541923686862,,2,a697cce18f963dd59cd7051bd19ae94c,False,False,-2.0,0.3,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row046,8,3,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row046/candidates
47,Show Melanoma trials using PD1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Melanoma' AND \""class_of_ici\"" = 'PD1' AND \""is_pd_l1_positivity_inclusion_criteria\"" = true;","SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Melanoma' AND \""class_of_ici\"" = 'PD1' AND \""is_pd_l1_positivity_inclusion_criteria\"" = true;",[],,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.3268510811030865,"(psycopg2.errors.SyntaxError) syntax error at or near ""\""
LINE 1: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM pub...
               ^

[SQL: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Melanoma' AND \""class_of_ici\"" = 'PD1' AND \""is_pd_l1_positivity_inclusion_criteria\"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,3.805203828960657,,14,e37bcaf2986db81d12431606337b7a9a,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row047,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row047/candidates
48,Which Non-Small Cell Lung trials used Chemo+Anti-VEGF as the control arm?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" ILIKE '%chemo+anti-vegf%'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" ILIKE '%chemo+anti-vegf%'",[],The query retrieves Non-Small Cell Lung trials that used Chemo+Anti-VEGF as the control arm by searching for the term in the control_arm column.,"Assumes that 'Non-Small Cell Lung' is indicated in the trial_name or cancer_type column, which is not explicitly checked in the query.",,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""control_type"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""control_type"" = 'Chemo+Anti-VEGF';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_control"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""type_of_control"" = 'Chemo+Anti-VEGF';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'control_type', 'replaced_with': 'type_of_control', 'reason': 'known_map'}]",0.3,False,0.7,ok,3.4139598719775677,,2.0,5e31fe3506d3f12b042515e7a2b8f10d,ok,3.4345462918281555,,2,2a80bfe6f874d84e5d733f4ad5da9c8c,False,False,0.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row048,8,3,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row048/candidates
49,"Show Head and Neck PD-L1, CTLA-4 trials conducted in 2018 or later.",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" ILIKE '%PD1%' OR ""class_of_ici"" ILIKE '%CTLA4%' AND ""year"" >= 2018;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" ILIKE '%PD1%' OR ""class_of_ici"" ILIKE '%CTLA4%' AND ""year"" >= 2018;",[],"Head and Neck PD-L1, CTLA-4 trials conducted in 2018 or later are shown.",Assumed that 'PD-L1' is mapped to 'PD1' in the 'class_of_ici' column and 'CTLA-4' is mapped to 'CTLA4'.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""ici_class"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""class_of_ici"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,ok,3.5595078952610493,,6.0,902b193c4b239a46419c9806c19f3996,ok,2.898626960813999,,1,7103e934f21e1beb0dd05e09e70ea443,False,False,5.0,0.375,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row049,8,1,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row049/candidates
50,Show Head and Neck trials with at least 2 prior lines of therapy that used combination treatment.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved trials with Head and Neck cancer, at least 2 prior lines of therapy, using combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}
</think>

{
  ""sql"": ""SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved Head and Neck trials with at least 2 prior lines of therapy that used combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}","SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved trials with Head and Neck cancer, at least 2 prior lines of therapy, using combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}
</think>

{
  ""sql"": ""SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved Head and Neck trials with at least 2 prior lines of therapy that used combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}",[],,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""lines_of_treatment"", ""monotherapy_combination"", ""cancer_type"", ""type_of_combination"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""monotherapy_combination"" = 'Combination';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'therapy_modality', 'replaced_with': 'monotherapy_combination', 'reason': 'known_map'}, {'missing': 'combination_type', 'replaced_with': 'type_of_combination', 'reason': 'known_map'}]",0.11904761904761904,False,0.7,error,1.6903309151530266,"(psycopg2.errors.SyntaxError) syntax error at or near ""\""
LINE 1: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM pub...
               ^

[SQL: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved trials with Head and Neck cancer, at least 2 prior lines of therapy, using combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}
</think>

{
  ""sql"": ""SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" = 'Head and Neck' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" = 'Combination' AND \""type_of_therapy\"" = 'Immunotherapy'"",
  ""answer"": ""Retrieved Head and Neck trials with at least 2 prior lines of therapy that used combination immunotherapy treatment."",
  ""assumptions"": ""Assumed that 'type_of_therapy' = 'Immunotherapy' indicates combination treatment, and that 'type_of_combination' = 'Combination' correctly categorizes combination therapies.""
}]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,4.911004099994898,,1,75a9e0e6f8e7a5cc4fa850f1b087e37a,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row050,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row050/candidates
51,Show Head and Neck trials using PD-L1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],This query retrieves Head and Neck trials using PD-L1 where PD-L1 positivity was an inclusion criterion.,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""ici_class"" = 'PD-L1' AND ""pdl1_inclusion"" = 'Yes';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""class_of_ici"" = 'PD-L1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'Yes';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.7054150812327862,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%head and neck%%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,3.992816898971796,,1,31e2da2978d8f43aeca2c01e9f25bafb,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row051,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row051/candidates
52,Which Non-Small Cell Lung trials evaluated Atezolizumab in phase 3?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""name_of_ici"" = 'Atezolizumab' AND ""trial_phase"" = '3';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""name_of_ici"" = 'Atezolizumab' AND ""trial_phase"" = '3';",[],The query retrieves Non-Small Cell Lung trials that evaluated Atezolizumab in phase 3.,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.45454545454545453,False,0.7,ok,3.29068535938859,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,3.288799896836281,,10,7fd15ce783e6f78ac268b6bcd7daa721,False,False,-10.0,0.3,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row052,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row052/candidates
53,List PD-L1 trials that reported composite or co-primary endpoints.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes'",[],"PD-L1 trials that reported composite or co-primary endpoints are listed with their NCT, author, year, and PubMed ID.",Assumes 'PD1' is the correct mapping for PD-1 and that 'Yes' indicates composite or co-primary endpoints.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Co-primary';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Co-primary';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.2727272727272727,False,0.7,ok,3.5855858586728573,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,3.597134258598089,,13,efb4a04acad044d373a5708473913054,False,False,-13.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row053,8,2,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row053/candidates
54,Find Breast trials with median follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%';",[],"The query retrieves breast cancer trials with their median follow-up duration by arm, including overall, RX, and control arms.",Assuming 'median follow-up' is represented by the 'follow_up_duration_for_primary_endpoint_s_in_months' fields and that 'arm' refers to RX and control arms.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""follow_up_type"" = 'Median';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""type_of_follow_up_given"" = 'Median';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,3.345225937664509,,11.0,f23b68f8a106e863f84ef12eb267f062,ok,2.7665402740240097,,10,82f6c23b02a801c7e2ef6357f8130a33,False,False,1.0,0.25,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row054,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row054/candidates
55,List PD-L1 trials that reported composite or co-primary endpoints.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';",[],"PD-L1 trials that reported composite or co-primary endpoints are listed with their NCT, author, year, and PubMed ID.",Assuming 'priamry_multiple_composite_or_co_primary_endpoints' contains free text describing the endpoints.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Multiple';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Multiple';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.2727272727272727,False,0.7,ok,3.5576210357248783,,29.0,ae71a8ea2cc74b5e02730763be624cd5,ok,4.065876826643944,,9,f6f988cc7fd5809e42e8d240ee50d874,False,False,20.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row055,8,5,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row055/candidates
